episode_id,show,episode_title,season,episode,auditory,auditory_rate,rating_myshows,rating_count,episode_length,date,number_of_comments
41127,Правила совместной жизни, Bag Ladies,2,5,1206,53.91,4.186,0,22 мин.,22.10.2007,2
41128,Правила совместной жизни, Old School Jeff,2,6,1201,53.69,4.308,0,22 мин.,29.10.2007,2
41129,Правила совместной жизни, Engagement Party,2,7,1195,53.42,4.289,0,22 мин.,05.11.2007,2
41130,Правила совместной жизни, Fix Ups & Downs,2,8,1191,53.24,4.302,0,22 мин.,12.11.2007,2
41131,Правила совместной жизни, A Visit from Fay,2,9,1186,53.02,4.25,40,22 мин.,19.11.2007,1
41132,Правила совместной жизни, Time Share,2,10,1182,52.84,4.341,0,22 мин.,14.04.2008,1
41133,Правила совместной жизни, Jen at Work,2,11,1181,52.79,4.286,0,22 мин.,21.04.2008,1
41134,Правила совместной жизни, Optimal Male,2,12,1175,52.53,4.268,0,22 мин.,28.04.2008,1
41135,Правила совместной жизни, Russell's Father's Son,2,13,1173,52.44,4.279,43,22 мин.,05.05.2008,1
41136,Правила совместной жизни, Buyer's Remorse,2,14,1173,52.44,4.256,0,22 мин.,12.05.2008,1
41137,Правила совместной жизни, Pimp My Bride,2,15,1171,52.35,4.435,0,22 мин.,19.05.2008,1
41138,Правила совместной жизни, Russell's Secret,3,1,1121,50.11,4.238,42,22 мин.,02.03.2009,1
41139,Правила совместной жизни, Voluntary Commitment,3,2,1114,49.8,4.178,45,22 мин.,09.03.2009,1
41140,Правила совместной жизни, Jeff's New Friend,3,3,1111,49.66,4.354,0,22 мин.,16.03.2009,1
41141,Правила совместной жизни, Dad's Visit,3,4,1109,49.58,4.233,0,22 мин.,23.03.2009,1
41142,Правила совместной жизни, Lyin' King,3,5,1107,49.49,4.261,46,22 мин.,30.03.2009,1
41143,Правила совместной жизни, Poaching Timmy,3,6,1105,49.4,4.37,46,22 мин.,13.04.2009,1
41144,Правила совместной жизни, Old Timer's Day,3,7,1101,49.22,4.283,46,22 мин.,20.04.2009,1
41145,Правила совместной жизни, Twice,3,8,1096,48.99,4.364,44,22 мин.,27.04.2009,1
41146,Правила совместной жизни, The Challenge,3,9,1092,48.82,4.425,40,22 мин.,04.05.2009,1
41147,Правила совместной жизни, Family Style,3,10,1089,48.68,4.35,0,22 мин.,11.05.2009,1
41148,Правила совместной жизни, May Divorce Be with You,3,11,1089,48.68,4.3,0,22 мин.,13.05.2009,1
41149,Правила совместной жизни, House Money,3,12,1088,48.64,4.286,42,22 мин.,18.05.2009,1
41150,Правила совместной жизни, Sex Toy Story,3,13,1087,48.59,4.325,0,22 мин.,18.05.2009,1
41151,Правила совместной жизни, Flirting,4,1,1062,47.47,4.4,35,22 мин.,01.03.2010,2
41218,CSI: Место преступления Нью-Йорк, Sanguine Love,6,14,3215,44.78,4.21,62,43 мин.,03.02.2010,2
41219,Как это работает?," Hammers, Swiss Cheese, Roller Skates, Coloured Pencils",13,1,280,21.91,4.25,0,22 мин.,01.05.2009,2
41220,Как это работает?," Carbon Fiber Bicycles, Blood Products, Forged Chandeliers, Ballpoint Pens",13,2,278,21.75,4.25,0,22 мин.,01.05.2009,2
41221,Как это работает?," Swiss Army Knives, Player Piano Rolls, Oil Tankers, Racing Wheels",13,3,276,21.6,4.25,0,22 мин.,08.05.2009,2
41222,Убежище, Penance,2,9,3172,54.74,4.229,83,43 мин.,11.12.2009,1
41223,Убежище, Haunted,2,11,3153,54.41,4.312,0,43 мин.,08.01.2010,1
41224,Убежище, Kali (1),2,12,3150,54.36,4.41,0,43 мин.,15.01.2010,1
41225,Убежище, Kali (2),2,13,3149,54.34,4.419,0,43 мин.,15.01.2010,1
41226,Наслаждение, Amy,3,1,223,35.85,3.2,0,43 мин.,08.12.2009,1
41227,Наслаждение, Tess,3,2,220,35.37,3.667,0,43 мин.,15.12.2009,1
41228,Наслаждение, Out of Tune,3,3,218,35.05,3.333,0,43 мин.,22.12.2009,1
41229,Наслаждение, Sheik Your Booty,3,4,218,35.05,3.667,0,43 мин.,29.12.2009,1
41230,Наслаждение, Non Standard Package,3,5,217,34.89,3.667,0,43 мин.,05.01.2010,1
41231,Наслаждение," Staples, Guns and Roses",3,6,215,34.57,3.429,0,43 мин.,12.01.2010,1
41232,Наслаждение, Playthings,3,7,214,34.41,3.667,0,43 мин.,19.01.2010,1
41233,Наслаждение, Not Vanilla,3,8,214,34.41,4.0,0,43 мин.,26.01.2010,1
41234,Крученый город, Pilot,1,1,412,51.56,4.417,12,22 мин.,17.09.1996,1
41235,Крученый город, The Great Pretender,1,2,384,48.06,4.0,0,22 мин.,24.09.1996,1
41236,Крученый город, The Apartment,1,3,369,46.18,4.2,0,22 мин.,01.10.1996,1
41237,Крученый город, Pride and Prejudice,1,4,355,44.43,4.3,0,22 мин.,08.10.1996,1
41238,Крученый город, The Rivals,1,5,342,42.8,4.545,0,22 мин.,15.10.1996,1
41239,Крученый город, A Star is Born,1,6,330,41.3,4.5,0,22 мин.,22.10.1996,1
41240,Крученый город, Grand Illusion,1,7,315,39.42,4.222,0,22 мин.,29.10.1996,1
41241,Крученый город, The High and the Mighty,1,8,311,38.92,4.222,0,22 мин.,12.11.1996,1
41242,Крученый город, Meet Tommy Dugan,1,9,309,38.67,3.909,0,22 мин.,19.11.1996,1
41243,Крученый город, The Competition,1,10,307,38.42,4.333,0,22 мин.,26.11.1996,1
41244,Крученый город, Dog Day Afternoon,1,11,305,38.17,4.385,0,22 мин.,10.12.1996,1
41245,Крученый город, Criss Cross,1,12,302,37.8,4.25,0,22 мин.,17.12.1996,1
41246,Крученый город, Bye Bye Love,1,13,301,37.67,3.933,0,22 мин.,07.01.1997,1
41247,Крученый город, Starting Over,1,14,300,37.55,4.143,0,22 мин.,14.01.1997,1
41248,Крученый город, Gabby's Song,1,15,297,37.17,4.308,0,22 мин.,28.01.1997,1
41249,Крученый город," Kiss Me, Stupid",1,16,294,36.8,4.818,0,22 мин.,11.02.1997,1
41250,Крученый город, An Affair to Remember,1,17,291,36.42,4.364,0,22 мин.,18.02.1997,1
41251,Крученый город, Snowbound,1,18,291,36.42,4.583,12,22 мин.,25.02.1997,1
41252,Крученый город, Striptease,1,19,287,35.92,4.0,0,22 мин.,04.03.1997,1
41253,Крученый город, Deaf Becomes Her,1,20,285,35.67,4.417,0,22 мин.,18.03.1997,1
41254,Крученый город, Hot in the City,1,21,285,35.67,4.583,0,22 мин.,01.04.1997,1
41255,Крученый город, Bone Free,1,22,285,35.67,4.636,0,22 мин.,29.04.1997,1
41256,Крученый город, The Mayor Who Came to Dinner,1,23,284,35.54,4.583,0,22 мин.,06.05.1997,1
41257,Крученый город, Mayor Over Miami,1,24,284,35.54,4.5,0,22 мин.,13.05.1997,1
41258,Крученый город, Paul Flew Over the Cuckoo's Nest,2,1,253,31.66,4.5,0,22 мин.,24.09.1997,1
41259,Крученый город, Porn in the U.S.A.,2,2,252,31.54,4.3,0,22 мин.,01.10.1997,1
41260,Крученый город, Wonder Woman,2,3,252,31.54,4.5,0,22 мин.,08.10.1997,1
41261,Крученый город, The Goodbye Girl,2,4,251,31.41,4.545,0,22 мин.,15.10.1997,1
41262,Крученый город, In the Heat of the Day,2,5,249,31.16,4.545,0,22 мин.,22.10.1997,1
41263,Крученый город, Radio Daze,2,6,249,31.16,4.667,0,22 мин.,29.10.1997,1
41264,Крученый город, The Thirty Year Itch,2,7,247,30.91,4.727,0,22 мин.,05.11.1997,1
41265,Крученый город, My Life is a Soap Opera,2,8,246,30.79,4.545,0,22 мин.,12.11.1997,1
41266,Крученый город, Family Affair (1),2,9,244,30.54,4.417,12,22 мин.,19.11.1997,1
41267,Крученый город, Family Affair (2),2,10,243,30.41,4.333,0,22 мин.,26.11.1997,1
41268,Крученый город," They Shoot Horses, Don't They?",2,11,241,30.16,4.462,0,22 мин.,10.12.1997,1
41269,Крученый город, Miracle Near 34th Street,2,12,239,29.91,4.333,0,22 мин.,17.12.1997,1
41270,Крученый город, Same Time Next Year,2,13,238,29.79,4.333,0,22 мин.,07.01.1998,1
41271,Крученый город, The Paul Lassiter Story,2,14,238,29.79,4.167,12,22 мин.,21.01.1998,1
41272,Крученый город, Gentleman's Agreement,2,15,239,29.91,4.077,0,22 мин.,28.01.1998,1
41273,Крученый город, Deaf Man Walking,2,16,238,29.79,4.0,0,22 мин.,25.02.1998,1
41274,Крученый город, The Marrying Men (1),2,17,235,29.41,4.25,0,22 мин.,04.03.1998,1
41275,Крученый город, One Wedding and a Funeral (2),2,18,233,29.16,4.333,0,22 мин.,11.03.1998,1
41276,Крученый город, A River Runs Through Me,2,19,232,29.04,4.25,0,22 мин.,18.03.1998,1
41277,Крученый город, The Pope of Gracie Mansion,2,20,230,28.79,4.25,0,22 мин.,01.04.1998,1
41278,Крученый город," Bye, Bye, Birdie",2,21,229,28.66,4.357,0,22 мин.,29.04.1998,1
41279,Крученый город, The Lady or the Tiger,2,22,229,28.66,4.462,0,22 мин.,06.05.1998,1
41280,Крученый город, Single White Male,2,23,229,28.66,4.714,0,22 мин.,06.05.1998,1
41281,Крученый город, The Paul-Bearer,2,24,229,28.66,4.467,0,22 мин.,20.05.1998,1
41282,Крученый город, Dead Dog Talking,3,1,207,25.91,4.462,0,22 мин.,22.09.1998,1
41283,Крученый город, There's Something About Heidi,3,2,204,25.53,4.615,0,22 мин.,29.09.1998,1
41284,Крученый город, Gone with the Wind,3,3,201,25.16,4.417,0,22 мин.,06.10.1998,1
41285,Крученый город, The Deer Hunter,3,4,198,24.78,4.455,0,22 мин.,13.10.1998,1
41286,Крученый город, It Happened One Night,3,5,193,24.16,4.3,0,22 мин.,20.10.1998,1
41287,Крученый город, Three Men and a Little Lady,3,6,192,24.03,4.182,0,22 мин.,27.10.1998,1
41288,Крученый город, An Officer and a Gentleman,3,7,180,22.53,4.556,0,22 мин.,03.11.1998,1
41289,Крученый город, Quest for Fire,3,8,175,21.9,4.556,0,22 мин.,10.11.1998,1
41290,Крученый город, The Kidney's All Right,3,9,174,21.78,4.556,0,22 мин.,17.11.1998,1
41291,Крученый город, Gobble the Wonder Turkey Saves the Day,3,10,169,21.15,4.545,0,22 мин.,24.11.1998,1
41292,Крученый город, Local Hero,3,11,169,21.15,4.3,0,22 мин.,08.12.1998,1
41293,Крученый город, Monkey Business,3,12,167,20.9,4.545,0,22 мин.,15.12.1998,1
41294,Крученый город, Taxi Driver,3,13,165,20.65,4.4,0,22 мин.,05.01.1999,1
41295,Крученый город, The Nutty Deputy Mayor,3,14,165,20.65,4.6,0,22 мин.,12.01.1999,1
41296,Крученый город, Not in the Line of Fire,3,15,164,20.53,4.556,0,22 мин.,26.01.1999,1
41297,Крученый город, Internal Affairs,3,16,164,20.53,4.667,0,22 мин.,09.02.1999,1
41298,Крученый город, Dick Clark's Rockin' Make-Out Party '99,3,17,162,20.28,4.6,0,22 мин.,16.02.1999,1
41299,Крученый город, Back to the Future IV: Judgment Day,3,18,161,20.15,4.556,0,22 мин.,23.02.1999,1
41300,Крученый город, Politically Incorrect,3,19,161,20.15,4.556,0,22 мин.,02.03.1999,1
41301,Крученый город, That's Entertainment,3,20,159,19.9,4.4,0,22 мин.,16.03.1999,1
41302,Крученый город, The Last Temptation of Mike,3,21,159,19.9,4.333,0,22 мин.,06.04.1999,1
41303,Крученый город, Carter & Stuart & Bennett & Deirdre,3,22,157,19.65,4.5,0,22 мин.,13.04.1999,1
41304,Крученый город, The Mayor with Two Brains,3,23,157,19.65,4.556,0,22 мин.,04.05.1999,1
41305,Крученый город, Wall Street,3,24,157,19.65,4.333,0,22 мин.,11.05.1999,1
41306,Крученый город, Klumageddon (1),3,25,157,19.65,4.5,0,22 мин.,18.05.1999,1
41307,Крученый город, Klumageddon (2),3,26,156,19.52,4.0,0,22 мин.,25.05.1999,1
41308,Крученый город, Catcher in the Bronx,4,1,150,18.77,4.222,0,22 мин.,21.09.1999,1
41309,Крученый город, James and the Giant Speech,4,2,146,18.27,4.125,0,22 мин.,28.09.1999,1
41310,Крученый город, All the Mayor's Men,4,3,145,18.15,4.222,0,22 мин.,05.10.1999,1
41311,Крученый город, These Shoes Were Made for Cheatin',4,4,144,18.02,4.222,0,22 мин.,12.10.1999,1
41312,Крученый город, Rebel Without a Chair,4,5,144,18.02,4.1,0,22 мин.,19.10.1999,1
41313,Крученый город, The Mayor May Not,4,6,142,17.77,4.111,0,22 мин.,02.11.1999,1
41314,Крученый город, The Great Debate,4,7,142,17.77,4.0,0,22 мин.,09.11.1999,1
41315,Крученый город, How to Bury a Millionaire,4,8,142,17.77,4.333,0,22 мин.,16.11.1999,1
41316,Крученый город, The Thanksgiving Show,4,9,140,17.52,4.111,0,22 мин.,23.11.1999,1
41317,Крученый город, The Doorman Always Rings Twice,4,10,140,17.52,4.111,0,22 мин.,30.11.1999,1
41318,Крученый город, Mustang Mikey,4,11,139,17.4,4.222,0,22 мин.,07.12.1999,1
41319,Крученый город, My Dinner with Caitlin (a.k.a. Christmas 1999),4,12,139,17.4,4.0,0,22 мин.,21.12.1999,1
41320,Крученый город, A Tale of Two Sisters,4,13,139,17.4,4.111,0,22 мин.,12.01.2000,1
41321,Крученый город, Casino,4,14,139,17.4,4.222,0,22 мин.,02.02.2000,1
41322,Крученый город, The Marry Caitlin Moore Show,4,15,138,17.27,4.3,0,22 мин.,09.02.2000,1
41323,Крученый город, Suffragette City,4,16,137,17.15,4.625,0,22 мин.,16.02.2000,1
41324,Крученый город, Mike's Best Friend's Boyfriend,4,17,137,17.15,4.375,0,22 мин.,23.02.2000,1
41325,Крученый город, The Pig Whisperer,4,18,137,17.15,4.375,0,22 мин.,08.03.2000,1
41326,Крученый город, Uneasy Rider,4,19,135,16.9,4.375,0,22 мин.,22.03.2000,1
41327,Крученый город, About Last Night,4,20,135,16.9,4.111,0,22 мин.,19.04.2000,1
41328,Крученый город, Don't Get on the Bus,4,21,135,16.9,4.222,0,22 мин.,26.04.2000,1
41329,Крученый город, Airplane!,4,22,135,16.9,4.444,0,22 мин.,03.05.2000,1
41330,Крученый город, An American Deputy Mayor in Paris,4,23,135,16.9,4.333,0,22 мин.,10.05.2000,1
41331,Крученый город, The Commitments,4,24,133,16.65,4.333,0,22 мин.,17.05.2000,1
41332,Крученый город, Goodbye (1),4,25,133,16.65,4.3,0,22 мин.,24.05.2000,1
41333,Крученый город, Goodbye (2),4,26,133,16.65,4.5,10,22 мин.,24.05.2000,1
41334,Крученый город, Hello Charlie,5,1,119,14.89,4.286,0,22 мин.,18.10.2000,1
41335,Крученый город, Smile,5,2,114,14.27,4.571,0,22 мин.,25.10.2000,1
41336,Крученый город, The Spanish Prisoner,5,3,113,14.14,4.286,0,22 мин.,01.11.2000,1
41337,Крученый город, The Bone Collectors,5,4,112,14.02,4.143,0,22 мин.,08.11.2000,1
41338,Крученый город, Blind Faith,5,5,112,14.02,4.286,0,22 мин.,15.11.2000,1
41339,Крученый город, Balloons Over Broadway,5,6,111,13.89,4.143,0,22 мин.,22.11.2000,1
41340,Крученый город, Lost and Found,5,7,106,13.27,4.4,0,22 мин.,29.11.2000,1
41341,Крученый город, All the Wrong Moves,5,8,106,13.27,4.6,0,22 мин.,06.12.2000,1
41342,Крученый город, The Burgers of Wrath,5,9,106,13.27,4.4,0,22 мин.,13.12.2000,1
41343,Крученый город, Toy Story,5,10,106,13.27,4.2,0,22 мин.,20.12.2000,1
41344,Крученый город, The Perfect Dorm,5,11,105,13.14,4.2,0,22 мин.,10.01.2001,1
41345,Крученый город, Hey Judith,5,12,105,13.14,4.4,0,22 мин.,17.01.2001,1
41346,Крученый город, The Gambler,5,13,105,13.14,4.4,0,22 мин.,24.01.2001,1
41347,Крученый город, In the Company of Dudes,5,14,105,13.14,4.4,0,22 мин.,07.02.2001,1
41348,Крученый город, The Image Maker,5,15,105,13.14,4.6,0,22 мин.,14.02.2001,1
41349,Крученый город, Trainstopping,5,16,105,13.14,4.2,0,22 мин.,21.02.2001,1
41350,Крученый город, Rain on My Charades,5,17,105,13.14,4.4,0,22 мин.,28.02.2001,1
41351,Крученый город, You've Got Male,5,18,104,13.02,4.2,0,22 мин.,25.04.2001,1
41352,Крученый город, Minor League,5,19,104,13.02,4.4,0,22 мин.,02.05.2001,1
41353,Крученый город, Science Friction,5,20,104,13.02,4.4,0,22 мин.,09.05.2001,1
41354,Крученый город, Brotherly Love,5,21,103,12.89,4.4,0,22 мин.,16.05.2001,1
41355,Крученый город, A Shot in the Dark (1),5,22,103,12.89,4.6,0,22 мин.,23.05.2001,1
41356,Крученый город, A Shot in the Dark (2),5,23,103,12.89,4.6,0,22 мин.,23.05.2001,1
41357,Крученый город, The Arrival (1),6,1,100,12.52,4.667,0,22 мин.,25.09.2001,1
41358,Крученый город, A Tree Falls in Manhattan (2),6,2,100,12.52,4.667,0,22 мин.,25.09.2001,1
41359,Крученый город, Wife with Mikey,6,3,100,12.52,4.571,0,22 мин.,02.10.2001,1
41360,Крученый город, The Apartment,6,4,101,12.64,4.667,0,22 мин.,09.10.2001,1
41361,Крученый город, Yet Another Stakeout,6,5,101,12.64,4.714,0,22 мин.,16.10.2001,1
41362,Крученый город, Yeah Baby!,6,6,101,12.64,4.714,0,22 мин.,23.10.2001,1
41363,Крученый город, Sleeping with the Enemy,6,7,101,12.64,4.667,0,22 мин.,06.11.2001,1
41364,Крученый город, She's Gotta Habit,6,8,101,12.64,4.667,0,22 мин.,06.11.2001,1
41365,Крученый город, The Wedding Scammer,6,9,101,12.64,4.667,0,22 мин.,13.11.2001,1
41366,Крученый город, Fight Flub,6,10,100,12.52,4.667,0,22 мин.,20.11.2001,1
41367,Крученый город, Chinatown,6,11,100,12.52,4.571,0,22 мин.,27.11.2001,1
41368,Крученый город, An Office and a Gentleman,6,12,100,12.52,4.667,0,22 мин.,11.12.2001,1
41369,Крученый город," O Mother, Where Art Thou?",6,13,100,12.52,4.714,0,22 мин.,08.01.2002,1
41370,Крученый город, Rags to Riches,6,14,100,12.52,4.667,0,22 мин.,05.03.2002,1
41371,Крученый город," Sex, Lies and Video Date",6,15,100,12.52,4.5,0,22 мин.,12.03.2002,1
41372,Крученый город, Eyes Wide Open,6,16,100,12.52,4.667,0,22 мин.,19.03.2002,1
41373,Крученый город, Age Against the Machine,6,17,100,12.52,4.667,0,22 мин.,26.03.2002,1
41374,Крученый город, An Affair Not to Remember,6,18,100,12.52,4.667,0,22 мин.,09.04.2002,1
41375,Крученый город, Let's Give Them Something to Talk About,6,19,100,12.52,4.667,0,22 мин.,16.04.2002,1
41376,Крученый город, Look Who's Not Talking,6,20,100,12.52,4.667,0,22 мин.,23.04.2002,1
41377,Крученый город, A Tale of Four Cities,6,21,98,12.27,4.667,0,22 мин.,30.04.2002,1
41378,Крученый город, A Friend in Need,6,22,98,12.27,4.286,7,22 мин.,30.04.2002,1
41379,Закон и порядок, Prescription for Death,1,1,712,40.04,4.222,45,43 мин.,13.09.1990,12
41380,Закон и порядок, Subterranean Homeboy Blues,1,2,672,37.8,4.103,39,43 мин.,20.09.1990,6
41381,Закон и порядок, The Reaper's Helper,1,3,652,36.67,3.789,38,43 мин.,04.10.1990,2
41382,Закон и порядок, Kiss the Girls and Make Them Die,1,4,637,35.83,4.147,34,43 мин.,11.10.1990,1
41383,Закон и порядок, Happily Ever After,1,5,627,35.26,4.303,33,43 мин.,23.10.1990,1
41384,Закон и порядок, Everybody's Favorite Bagman,1,6,618,34.76,4.033,30,43 мин.,30.10.1990,1
41385,Закон и порядок," By Hooker, By Crook",1,7,603,33.91,4.143,0,43 мин.,13.11.1990,1
41386,Закон и порядок, Poison Ivy,1,8,589,33.13,4.185,0,43 мин.,20.11.1990,1
41387,Закон и порядок, Indifference,1,9,584,32.85,4.321,28,43 мин.,27.11.1990,4
41388,Закон и порядок, Prisoner of Love,1,10,554,31.16,3.958,24,43 мин.,04.12.1990,1
41389,Закон и порядок, Out of the Half-Light,1,11,539,30.31,4.381,21,43 мин.,11.12.1990,1
41390,Закон и порядок, Life Choice,1,12,538,30.26,4.304,0,43 мин.,08.01.1991,1
41391,Закон и порядок, A Death in the Family,1,13,532,29.92,4.091,22,43 мин.,15.01.1991,1
41392,Закон и порядок, The Violence of Summer,1,14,509,28.63,4.25,20,43 мин.,05.02.1991,3
41393,Закон и порядок," The Torrents of Greed, Part 1",1,15,505,28.4,3.947,19,43 мин.,12.02.1991,1
41394,Закон и порядок," The Torrents of Greed, Part 2",1,16,504,28.35,4.167,18,43 мин.,19.02.1991,1
41395,Закон и порядок, Mushrooms,1,17,499,28.07,4.176,17,43 мин.,26.02.1991,4
41396,Закон и порядок, The Secret Sharers,1,18,496,27.9,4.333,0,43 мин.,12.03.1991,4
41397,Закон и порядок, The Serpent's Tooth,1,19,495,27.84,4.0,0,43 мин.,19.03.1991,4
41398,Закон и порядок, The Troubles,1,20,495,27.84,4.071,14,43 мин.,26.03.1991,1
41399,Закон и порядок, Sonata for a Solo Organ,1,21,496,27.9,4.308,0,43 мин.,02.04.1991,1
41400,Закон и порядок, The Blue Wall,1,22,495,27.84,4.214,14,43 мин.,09.06.1991,1
41401,Закон и порядок, Confession,2,1,461,25.93,3.867,15,43 мин.,17.09.1991,3
41402,Закон и порядок, The Wages of Love,2,2,460,25.87,4.357,14,43 мин.,24.09.1991,2
41403,Закон и порядок, Aria,2,3,459,25.82,4.286,14,43 мин.,01.10.1991,2
41404,Закон и порядок, Asylum,2,4,460,25.87,4.308,13,43 мин.,08.10.1991,2
41405,Закон и порядок, God Bless the Child,2,5,459,25.82,4.154,13,43 мин.,22.10.1991,1
41406,Закон и порядок, Misconception,2,6,458,25.76,4.077,13,43 мин.,29.10.1991,1
41407,Закон и порядок, In Memory Of,2,7,456,25.65,4.143,14,43 мин.,05.11.1991,1
41408,Закон и порядок, Out of Control,2,8,454,25.53,4.071,14,43 мин.,12.11.1991,1
41409,Закон и порядок, Renunciation,2,9,450,25.31,4.077,13,43 мин.,19.11.1991,1
41410,Закон и порядок, Heaven,2,10,446,25.08,4.0,0,43 мин.,26.11.1991,1
41411,Закон и порядок, His Hour Upon the Stage,2,11,436,24.52,3.7,0,43 мин.,10.12.1991,1
41412,Закон и порядок, Star Struck,2,12,435,24.47,4.0,11,43 мин.,07.01.1992,2
41413,Закон и порядок, Severance,2,13,433,24.35,4.0,0,43 мин.,14.01.1992,2
41414,Закон и порядок, Blood Is Thicker...,2,14,432,24.3,4.444,0,43 мин.,04.02.1992,2
41415,Закон и порядок, Trust,2,15,432,24.3,4.125,8,43 мин.,11.02.1992,1
41416,Закон и порядок, Vengeance,2,16,432,24.3,4.375,0,43 мин.,18.02.1992,1
41417,Закон и порядок, Sisters of Mercy,2,17,432,24.3,4.111,9,43 мин.,03.03.1992,2
41418,Закон и порядок, Cradle to Grave,2,18,431,24.24,4.333,0,43 мин.,31.03.1992,2
41419,Закон и порядок, The Fertile Fields,2,19,431,24.24,3.875,0,43 мин.,07.04.1992,2
41420,Закон и порядок, Intolerance,2,20,430,24.18,4.444,0,43 мин.,14.04.1992,2
41421,Закон и порядок, Silence,2,21,429,24.13,4.333,0,43 мин.,28.04.1992,2
41422,Закон и порядок, The Working Stiff,2,22,429,24.13,4.3,0,43 мин.,14.05.1992,2
41423,Закон и порядок, Skin Deep,3,1,414,23.28,4.273,11,43 мин.,23.09.1992,1
41424,Закон и порядок, Conspiracy,3,2,415,23.34,4.083,0,43 мин.,30.09.1992,1
41425,Закон и порядок, Forgiveness,3,3,414,23.28,4.091,11,43 мин.,07.10.1992,1
41426,Закон и порядок, The Corporate Veil,3,4,413,23.23,4.182,0,43 мин.,14.10.1992,1
41427,Закон и порядок, Wedded Bliss,3,5,413,23.23,4.0,0,43 мин.,21.10.1992,1
41428,Закон и порядок, Helpless,3,6,412,23.17,4.182,11,43 мин.,04.11.1992,4
41429,Закон и порядок, Self Defense,3,7,412,23.17,4.091,11,43 мин.,11.11.1992,1
41430,Закон и порядок, Prince of Darkness,3,8,412,23.17,4.0,11,43 мин.,18.11.1992,1
41431,Закон и порядок, Point of View,3,9,413,23.23,4.091,0,43 мин.,25.11.1992,1
41432,Закон и порядок, Consultation,3,10,413,23.23,3.818,11,43 мин.,09.12.1992,2
41433,Закон и порядок, Extended Family,3,11,411,23.12,4.091,11,43 мин.,06.01.1993,1
41434,Закон и порядок, Right to Counsel,3,12,412,23.17,4.182,0,43 мин.,13.01.1993,1
41435,Закон и порядок, Night and Fog,3,13,411,23.12,4.364,11,43 мин.,03.02.1993,1
41436,Закон и порядок, Promises to Keep,3,14,411,23.12,4.273,0,43 мин.,10.02.1993,1
41437,Закон и порядок, Mother Love,3,15,411,23.12,4.455,0,43 мин.,24.02.1993,1
41438,Закон и порядок, Jurisdiction,3,16,411,23.12,4.273,11,43 мин.,03.03.1993,1
41439,Закон и порядок, Conduct Unbecoming,3,17,410,23.06,4.091,11,43 мин.,10.03.1993,2
41440,Закон и порядок, Animal Instinct,3,18,410,23.06,3.909,0,43 мин.,17.03.1993,2
41441,Закон и порядок, Virus,3,19,410,23.06,4.364,0,43 мин.,21.04.1993,2
41442,Закон и порядок, Securitate,3,20,409,23.0,4.3,10,43 мин.,05.05.1993,2
41443,Закон и порядок, Manhood,3,21,407,22.89,4.778,9,43 мин.,12.05.1993,1
41444,Закон и порядок, Benevolence,3,22,406,22.83,4.25,8,43 мин.,19.05.1993,1
41445,Закон и порядок, Sweeps,4,1,395,22.22,4.222,0,43 мин.,15.09.1993,1
41446,Закон и порядок, Volunteers,4,2,396,22.27,4.75,0,43 мин.,29.09.1993,1
41447,Закон и порядок, Discord,4,3,395,22.22,4.75,8,43 мин.,06.10.1993,2
41448,Закон и порядок, Profile,4,4,394,22.16,4.375,0,43 мин.,13.10.1993,2
41449,Закон и порядок, Black Tie,4,5,399,22.44,4.25,0,43 мин.,20.10.1993,2
41450,Закон и порядок, Pride and Joy,4,6,395,22.22,4.571,0,43 мин.,27.10.1993,2
41451,Закон и порядок, Apocrypha,4,7,394,22.16,4.125,0,43 мин.,03.11.1993,2
41452,Закон и порядок, American Dream,4,8,395,22.22,4.375,0,43 мин.,09.11.1993,2
41453,Закон и порядок, Born Bad,4,9,393,22.1,4.5,8,43 мин.,16.11.1993,5
41454,Закон и порядок, The Pursuit of Happiness,4,10,394,22.16,4.571,0,43 мин.,01.12.1993,5
41455,Закон и порядок, Golden Years,4,11,394,22.16,4.375,8,43 мин.,05.01.1994,2
41456,Закон и порядок, Snatched,4,12,393,22.1,4.125,8,43 мин.,12.01.1994,2
41457,Закон и порядок, Breeder,4,13,393,22.1,4.375,0,43 мин.,19.01.1994,2
41458,Закон и порядок, Censure,4,14,395,22.22,4.25,0,43 мин.,02.02.1994,2
41459,Закон и порядок, Kids,4,15,394,22.16,4.375,0,43 мин.,09.02.1994,2
41460,Закон и порядок, Big Bang,4,16,392,22.05,4.5,8,43 мин.,02.03.1994,1
41461,Закон и порядок, Mayhem,4,17,390,21.93,4.286,0,43 мин.,09.03.1994,1
41462,Закон и порядок, Wager,4,18,391,21.99,4.286,7,43 мин.,30.03.1994,1
41463,Закон и порядок, Sanctuary,4,19,391,21.99,4.0,7,43 мин.,13.04.1994,1
41464,Закон и порядок, Nurture,4,20,389,21.88,4.286,0,43 мин.,04.05.1994,1
41465,Закон и порядок, Doubles,4,21,392,22.05,4.571,0,43 мин.,18.05.1994,1
41466,Закон и порядок, Old Friends,4,22,392,22.05,4.5,0,43 мин.,25.05.1994,1
41467,Закон и порядок, Second Opinion,5,1,381,21.43,4.0,7,43 мин.,21.09.1994,1
41468,Закон и порядок, Coma,5,2,380,21.37,4.25,0,43 мин.,28.09.1994,1
41469,Закон и порядок, Blue Bamboo,5,3,380,21.37,4.286,0,43 мин.,05.10.1994,1
